,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,marker_id,hcollect_method_id,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,files,approval_id,height_above_gnd,hwm_notes,siteZone,peak_summary_id,elev_m
13,34.9663799,-78.9171345,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26898,House SE of Cameron Rd bridge at Little Rockfish Crk,,,NC,Cumberland County,No,34.9663799,-78.9171345,33511,Little Rockfish Creek,26898,283,5,3,"Seed line located on large tree in front yard of dilapidated house, SE of bridge. Flagging tape used. No address on property.",34.9663799,-78.9171345,2018-09-21T04:00:00,87.29,2,6,N/A,6,3,Riverine,2018-09-20T04:00:00,1.0,2,5,6,0.1,,HWM-01,[],18048,1.42,Level III Survey,,,26.605992000000004
14,35.42691,-78.01758,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18784,NC Greensboro Forest Center,,,NC,Wayne County,No,35.42691,-78.01758,33512,Little River,18784,283,5,2,"Seed line at base of power pole behind ""office"" building near river crane",35.42691,-78.01758,2018-09-21T04:00:00,81.81,2,6,N/A,6,3,Riverine,2018-09-20T04:00:00,0.0,2,1715,6,0.02,,HWM-01,[],18053,0.41,Level II Survey,,,24.935688000000003
15,34.961645,-78.9243248,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Paint,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26900,Calico St at Rockfish Creek,,,NC,Cumberland County,No,34.961645,-78.9243248,33513,Rockfish Creek,26900,283,5,3,"Seed line on downstream right wingwall at SE corner of bridge, across the street from Cotton Fire Station 4.",34.961645,-78.9243248,2018-09-21T04:00:00,92.2,2,6,N/A,3,3,Riverine,2018-09-20T04:00:00,0.0,2,5,6,0.1,,HWM-01,[],18050,2.14,Level III Survey,,,28.102560000000004
16,34.9608799,-78.9419533,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26902,MIll Bridge Rd just S of Republic Ave,,,NC,Cumberland County,No,34.9608799,-78.9419533,33514,Rockfish Creek,26902,283,5,1,HMW seed line on large yellow square concrete barrier towards end of MIll Bridge Rd.,34.9608799,-78.9419533,2018-09-22T04:00:00,93.53,2,6,N/A,4,3,Riverine,2018-09-20T04:00:00,0.0,2,5,6,0.09,,HWM-01,[],18058,1.62,Level III Survey,,,28.507944000000002
17,35.35355,-78.007,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCWAY18751,House on South John St,,,NC,Wayne County,No,35.353753,-78.006687,33515,Neuse River,18751,283,5,2,Seed line found behind backside of red brick house near crawl space access; southeast corner of house.,35.35355,-78.007,2018-09-26T04:00:00,70.53,2,6,N/A,4,3,Riverine,2018-09-20T04:00:00,0.0,4,1715,1919,0.02,,HWM-01,[],19310,0.44,Level II survey,,,21.497544
18,33.5619444444444,-79.0855555555555,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14325,"WACCAMAW R. AT WACCA WACHE MARINE, MURRELLS INL SC",,South Atlantic,SC,Georgetown County,Yes,33.5619444444444,-79.0855555555555,33516,Waccamaw River,14325,283,5,3,On sheetpile 1.5 ft east of storm surge bracket.,33.5619444444444,-79.0855555555555,2018-09-20T04:00:00,5.83,2,6,N/A,4,3,Coastal,2018-09-18T04:00:00,0.0,2,1381,1381,0.004,,HWM1,[],19022,6.86,This HWM used for verification of storm surge.,,,1.7769840000000001
19,35.3482,-77.99481,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18793,Case Farms Chicken on Westbrook Rd,,,NC,Wayne County,No,35.3482,-77.99466,33517,Neuse River,18793,283,5,2,Telephone pole south side entrance of Case Farms Chicken. Seed line north side of telephone pole.,35.3482,-77.99481,2018-09-21T04:00:00,69.58,2,6,N/A,6,3,Riverine,2018-09-20T04:00:00,0.0,2,1715,6,0.01,,HWM-01,[],18066,0.69,Level II Survey,,,21.207984
20,35.385409,-78.037678,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Steve Harden,Marker,Phone/Car GPS,NAD83,Anthony Gotvald,Anthony Gotvald,NCWAY26899,Neuse Correctional Institution sign,,,NC,Wayne County,No,35.38556,-78.03778,33518,Neuse River,26899,283,5,1,HWM at base of Neuse Correctional Institute sign between parking lot and road.,35.385409,-78.037678,2018-09-21T04:00:00,73.9,2,6,N/A,4,3,Riverine,2018-09-20T04:00:00,0.0,2,6,6,0.02,,HWM-01,[],19272,0.37,Level III Survey. Estimated HWM location from photos and Google Earth.,,,22.524720000000002
21,35.348886,-77.980361,Florence Sep 2018,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18792,S. Slocumb St at gate to Seymour Johnson AFB,,,NC,Wayne County,No,35.34882,-77.98025,33519,Stoney Creek,18792,283,1,3,Mud line on walkway and grass. Marked approximately 30 ft NW of boardwalk.,35.348886,-77.980361,2018-09-21T04:00:00,69.2,2,6,N/A,7,3,Riverine,2018-09-20T04:00:00,0.0,2,1715,6,0.01,,HWM-01,[],18065,0.0,Level II Survey,,,21.092160000000003
22,35.339583,-78.030802,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Other (Note in Description box),Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY26904,Parking lot east of Neuse River Cleaners.,,,NC,Wayne County,No,35.339583,-78.030802,33520,Neuse River,26904,283,5,2,Seed line in parking lot on 5th employee of the month post from building with teal awning and behind dry cleaners.,35.339583,-78.030802,2018-09-21T04:00:00,71.36,2,6,N/A,9,3,Riverine,2018-09-21T04:00:00,0.0,2,1715,6,0.01,,HWM-01,[],18067,0.68,Level II Survey,,,21.750528
23,35.360298,-77.975548,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Cristal Younker,Paul Ankcorn,NCWAY18791,Residence on Stephens Ct,,,NC,Wayne County,No,35.3602,-77.97533,33521,Stoney Creek,18791,283,5,2,Seed line marked on house foundation,35.360298,-77.975548,2018-09-22T04:00:00,77.17,2,6,Right,4,3,Riverine,2018-09-22T04:00:00,0.0,2,1715,873,0.02,,HWM-01,[],18092,0.58,Level II Survey. Estimated HWM location from photos and Google Earth.,,,23.521416000000002
24,35.1971703,-78.9888122,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCCUM26905,Little River Road at Edward Mentor Park,,,NC,Cumberland County,No,35.1971703,-78.9888122,33522,Little River,26905,283,5,1,"Seed line on pillar of guard rail, located 33 ft NW of power pole and 180 ft south of red Edward Mentor Municipal Park sign.",35.1971703,-78.9888122,2018-09-23T04:00:00,160.14,2,6,N/A,6,3,Riverine,2018-09-21T04:00:00,0.0,2,1715,6,0.09,,HWM-01,[],18059,1.33,Level III survey,,,48.810672
25,35.375728,-77.961807,Florence Sep 2018,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Anthony Gotvald,NCWAY18773,Stoney Creek Park off E Ash St,,,NC,Wayne County,No,35.375728,-77.961807,33524,Stoney Creek,18773,283,1,3,"HWM mud line on tree NW of gravel parking lot, approx 100 ft along trail closest to Ash St",35.375728,-77.961807,2018-09-21T04:00:00,77.34,2,6,N/A,6,3,Riverine,2018-09-21T04:00:00,0.0,4,1715,6,0.01,,HWM-01,[],18063,0.41,Level II Survey. Estimated HWM location from photos and Google Earth.,,,23.573232
26,33.5547222222222,-79.0341666666667,Florence Sep 2018,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14320,"PARSONAGE CREEK AT BELIN UMC NR MURRELLS INLET,SC",,South Atlantic,SC,Georgetown County,Yes,33.5547222222222,-79.0341666666667,33526,Parsonage Creek,14320,283,4,3,Debris line just to the right of boat landing near storm surge sensor.,33.5547222222222,-79.0341666666667,2018-09-21T04:00:00,4.08,2,6,N/A,7,3,Coastal,2018-09-18T04:00:00,0.0,2,1381,1381,0.14,,HWM1,[],19020,0.0,This HWM used for storm surge verification.,,,1.243584
27,32.94,-79.6572222222222,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14308,"AIW AT GARRIS LANDING NEAR BULLS ISLAND,SC",,South Atlantic,SC,Charleston County,Yes,32.94,-79.6572222222222,33527,AIW,14308,283,5,3,Seed line on aluminum sheet pile near storm surge bracket.,32.94,-79.6572222222222,2018-09-21T04:00:00,4.36,2,6,N/A,4,3,Coastal,2018-09-18T04:00:00,0.0,2,1381,1381,0.01,,HWM1,[],19016,1.58,This HWM used for verification of storm surge.,,,1.328928
28,32.7897222222222,-79.7883333333333,Florence Sep 2018,Stain line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Andy Caldwell,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14301,"Hamlin Creek at SC 517 near Isle of Palms, SC",,South Atlantic,SC,Charleston County,Yes,32.7897222222222,-79.7883333333333,33529,Hamlin Creek,14301,283,6,3,Stain line on first set of piers on creek side.,32.7897222222222,-79.7883333333333,2018-09-21T04:00:00,4.87,2,6,N/A,4,3,Coastal,2018-09-17T04:00:00,0.0,2,1381,1381,0.01,,HWM1,[],19013,2.39,This HWM is for verification of storm surge.,,,1.4843760000000001
29,32.7669444444444,-79.9738888888889,Florence Sep 2018,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Andy Caldwell,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14298,"Wappoo Creek at SC 171 near James Island, SC",,South Atlantic,SC,Charleston County,Yes,32.7669444444444,-79.9738888888889,33530,Wappoo Creek,14298,283,2,4,,32.7669444444444,-79.9738888888889,2018-09-21T04:00:00,4.85,2,6,N/A,7,3,Coastal,2018-09-17T04:00:00,0.0,2,1381,1381,0.04,,HWM1,[],19012,0.0,This HWM for storm surge verification.,,,1.47828
30,35.193238,-78.987375,Florence Sep 2018,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,,Dennis Kluesner,NCCUM18675,Presbyterian Church of the Covenant,,,NC,Cumberland County,No,35.19314,-78.98728,33531,Little River,18675,283,1,2,Mud line located on right side of angle roof support on building closest to NC Hwy 24. HWM is 44 ft NE of Hurricane Matthew HWM in powerpole.,35.193238,-78.987375,2018-09-22T04:00:00,161.24,2,6,N/A,6,3,Riverine,2018-09-21T04:00:00,0.0,2,,1829,0.09,,HWM-01,[],18057,8.9,Level III Survey,,,49.14595200000001
31,35.1861926,-79.0157895,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCCUM26908,Near 1699 - 1601 Krause Lane,,,NC,Cumberland County,No,35.1861926,-79.0157895,33533,Little River,26908,283,5,1,Seed line on mobile home that was extended out to pine tree using level line. Pine tree is 15 ft. NE of mobile home.,35.1861926,-79.0157895,2018-09-23T04:00:00,168.06,2,6,N/A,6,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,6,0.09,,HWM-01,[],18060,3.45,Level III Survey,,,51.224688
32,35.38593,-77.956546,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCWAY18772,Goldsboro Assisted Living sign on Royall Ave,,,NC,Wayne County,No,35.38593,-77.956546,33534,Stoney Creek,18772,283,5,2,"HWM is on ""Goldsboro Assisted Living"" sign on right post close to Royall Ave.",35.38593,-77.956546,2018-09-22T04:00:00,87.9,2,6,N/A,4,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,873,0.02,,HWM-01,[],18079,4.0,Level II Survey,,,26.791920000000005
33,35.40067,-77.9575,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCWAY18790,Vidant Neurosurgery,,,NC,Wayne County,No,35.40067,-77.9575,33535,Stoney Creek,18790,283,5,2,HWM in corner of parking lot at dumpster area. Stake to the right of dumpster; transferred from seed line on dumpster.,35.40067,-77.9575,2018-09-21T04:00:00,93.24,2,6,N/A,7,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,6,0.01,,HWM-01,[],18064,1.46,Level III Survey,,,28.419552
34,35.0661463,-78.8911244,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCCUM26909,Christian Cultural Center University Park,,,NC,Cumberland County,No,35.0661463,-78.8911244,33536,Cross Creek,26909,283,5,2,"Seed line on exterior AC vent on S facing wall of Christian Cultural Center - University Park, left of main entrance. Marker line is 10 ft NE of power pole in parking lot and 20 ft NE of building dumpsters.",35.0661463,-78.8911244,2018-09-22T04:00:00,99.05,2,6,N/A,4,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,6,0.09,,HWM-01,[],18061,2.53,Level III Survey,,,30.190440000000002
35,35.104357,-77.018073,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26906,Residence on Riverside Dr next to Neuse River,,,NC,Craven County,No,35.104357,-77.018073,33537,Neuse River,26906,283,5,2,"Seed line found under front porch, transposed around corner. Marker line marked on corner, left side of porch looking at the house near porch railing. Marked with black marker.",35.104357,-77.018073,2018-09-24T04:00:00,10.84,2,6,N/A,4,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,873,0.039,,HWM-01,[],18126,6.95,Level II Survey,,,3.3040320000000003
36,35.071503,-77.109185,Florence Sep 2018,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,Paul Ankcorn,Stake,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26907,Residence on Goose Creek Rd at Trent River,,,NC,Craven County,No,35.071503,-77.109185,33538,trent ruver,26907,283,2,4,"Debris line in backyard of private home. Large buildup of debris resulted from wind driven action.
per homeowner",35.071503,-77.109185,2018-09-24T04:00:00,10.06,2,6,N/A,7,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,873,0.04,,HWM-01,[],18127,0.0,Level II Survey,,,3.066288
37,35.104962,-77.037805,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26910,Dentist office on E Front St,,,NC,Craven County,No,35.104962,-77.037805,33539,Neuse River,26910,283,5,2,"Seed line present inside all windows. Left rear window when facing from street, mark on center frame.",35.104962,-77.037805,2018-09-23T04:00:00,10.24,2,6,N/A,4,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,873,0.04,,HWM-01,[],18095,2.1,Level II Survey,,,3.1211520000000004
38,35.110039,-77.037436,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26912,Residence on Craven St,,,NC,Craven County,No,35.110039,-77.037436,33540,Neuse River,26912,283,5,2,"Seed line on right front porch just below porch floor, street side.",35.110039,-77.037436,2018-09-23T04:00:00,10.0,2,6,N/A,4,3,Coastal,2018-09-21T04:00:00,0.0,2,1829,873,0.04,,HWM-01,[],18096,3.81,Level II Survey,,,3.048
39,35.077428,-77.064072,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26913,Residence on Allen Dr next to Trent River,,,NC,Craven County,No,35.077428,-77.064072,33541,Trent River,26913,283,5,2,Seed line on back of home on brick wall that encloses the AC units. Mark is consistent with seed line inside walled area. Let homeowner know you are there so dogs are not let out.,35.077428,-77.064072,2018-09-24T04:00:00,10.29,2,6,N/A,4,3,Riverine,2018-09-21T04:00:00,0.0,2,1829,873,0.04,,HWM-01,[],18128,2.15,Level II Survey,,,3.136392
